BILL_ID|CLASS_NAME
1002_J3591_3591063428_23122015|Batter
1002_J3591_3591063984_28122015|Batter
1002_J3591_3591064135_29122015|Batter
1002_J3591_3591064330_31122015|Batter
1002_J4857_4857024531_02122015|Batter
1002_J4857_4857024597_02122015|Batter
1002_J4857_4857024612_03122015|Batter
1002_J4857_4857024614_03122015|Batter
1002_J4857_4857024631_03122015|Batter
1002_J4857_4857024731_03122015|Batter
1002_J4857_4857024773_03122015|Batter
1002_J4857_4857024802_03122015|Batter
1002_J4857_4857024893_04122015|Batter
1002_J4857_4857024936_04122015|Batter
1002_J4857_4857024987_05122015|Batter
1002_J4857_4857025035_05122015|Batter
1002_J4857_4857025181_05122015|Batter
1002_J4857_4857025453_06122015|Batter
1002_J4857_4857025500_07122015|Batter
1002_J4857_4857025756_08122015|Batter
1002_J4857_4857025840_09122015|Batter
1002_J4857_4857026113_10122015|Batter
1002_J4857_4857026195_11122015|Batter
1002_J4857_4857026210_11122015|Batter
1002_J4857_4857026291_11122015|Batter
1002_J4857_4857026441_12122015|Batter
1002_J4857_4857026488_12122015|Batter
1002_J4857_4857026950_14122015|Batter
1002_J4857_4857026975_14122015|Batter
1002_J4857_4857027006_14122015|Batter
1002_J4857_4857027034_14122015|Batter
1002_J4857_4857027213_15122015|Batter
1002_J4857_4857027228_15122015|Batter
1002_J4857_4857027271_16122015|Batter
1002_J4857_4857028094_20122015|Batter
1002_J4857_4857028146_20122015|Batter
1002_J4857_4857028643_22122015|Batter
1002_J4857_4857028673_23122015|Batter
1002_J4857_4857028765_23122015|Batter
1002_J4857_4857028968_24122015|Batter
1002_J4857_4857028977_24122015|Batter
1002_J4857_4857029267_26122015|Batter
1002_J4857_4857029405_26122015|Batter
1002_J4857_4857029454_26122015|Batter
1002_J4857_4857029479_26122015|Batter
1002_J4857_4857029690_27122015|Batter
1002_J4857_4857029765_28122015|Batter
1002_J4857_4857030041_29122015|Batter
1002_J4857_4857030096_29122015|Batter
1002_J3591_3591060999_03122015|Battery
1002_J3591_3591061046_03122015|Battery
1002_J3591_3591061129_04122015|Battery
1002_J3591_3591061345_05122015|Battery
1002_J3591_3591061362_05122015|Battery
1002_J3591_3591061415_06122015|Battery
1002_J3591_3591061746_08122015|Battery
1002_J3591_3591062058_10122015|Battery
1002_J3591_3591062403_13122015|Battery
1002_J3591_3591062942_19122015|Battery
1002_J3591_3591063251_21122015|Battery
1002_J3591_3591063565_24122015|Battery
1002_J3591_3591063671_25122015|Battery
1002_J3591_3591064203_30122015|Battery
1002_J3591_3591064474_31122015|Battery
1002_J4857_4857024374_01122015|Battery
1002_J4857_4857024543_02122015|Battery
1002_J4857_4857024642_03122015|Battery
1002_J4857_4857024755_03122015|Battery
1002_J4857_4857024765_03122015|Battery
1002_J4857_4857024884_04122015|Battery
1002_J4857_4857025057_05122015|Battery
1002_J4857_4857025117_05122015|Battery
1002_J4857_4857025139_05122015|Battery
1002_J4857_4857025274_06122015|Battery
1002_J4857_4857025335_06122015|Battery
1002_J4857_4857026167_11122015|Battery
1002_J4857_4857026171_11122015|Battery
1002_J4857_4857026175_11122015|Battery
1002_J4857_4857026266_11122015|Battery
1002_J4857_4857026286_11122015|Battery
1002_J4857_4857026434_12122015|Battery
1002_J4857_4857026440_12122015|Battery
1002_J4857_4857026605_13122015|Battery
1002_J4857_4857026929_14122015|Battery
1002_J4857_4857027097_15122015|Battery
1002_J4857_4857027149_15122015|Battery
1002_J4857_4857027320_16122015|Battery
1002_J4857_4857027432_16122015|Battery
1002_J4857_4857027731_18122015|Battery
1002_J4857_4857027930_19122015|Battery
1002_J4857_4857028119_20122015|Battery
1002_J4857_4857028131_20122015|Battery
1002_J4857_4857028243_20122015|Battery
1002_J4857_4857028379_21122015|Battery
1002_J4857_4857028443_21122015|Battery
1002_J4857_4857028672_23122015|Battery
1002_J4857_4857028760_23122015|Battery
1002_J4857_4857028886_24122015|Battery
1002_J4857_4857029002_24122015|Battery
1002_J4857_4857029055_25122015|Battery
1002_J4857_4857029204_25122015|Battery
1002_J4857_4857029240_25122015|Battery
1002_J4857_4857029374_26122015|Battery
1002_J4857_4857029437_26122015|Battery
1002_J4857_4857029454_26122015|Battery
1002_J4857_4857029457_26122015|Battery
1002_J4857_4857029536_27122015|Battery
1002_J4857_4857029685_27122015|Battery
1002_J4857_4857029692_27122015|Battery
1002_J4857_4857029977_29122015|Battery
1002_J4857_4857030134_30122015|Battery
1002_J4857_4857030255_30122015|Battery
1002_J4857_4857030438_31122015|Battery
1002_J4857_4857030485_31122015|Battery
1002_J3591_3591060873_02122015|Blade and Brush
1002_J3591_3591060986_03122015|Blade and Brush
1002_J3591_3591061507_06122015|Blade and Brush
1002_J3591_3591061613_07122015|Blade and Brush
1002_J3591_3591062155_11122015|Blade and Brush
1002_J3591_3591062184_11122015|Blade and Brush
1002_J3591_3591062195_11122015|Blade and Brush
1002_J3591_3591062394_13122015|Blade and Brush
1002_J3591_3591063047_19122015|Blade and Brush
1002_J3591_3591063752_26122015|Blade and Brush
1002_J3591_3591063809_26122015|Blade and Brush
1002_J3591_3591064224_30122015|Blade and Brush
1002_J4857_4857024353_01122015|Blade and Brush
1002_J4857_4857024576_02122015|Blade and Brush
1002_J4857_4857024756_03122015|Blade and Brush
1002_J4857_4857024877_04122015|Blade and Brush
1002_J4857_4857024885_04122015|Blade and Brush
1002_J4857_4857025310_06122015|Blade and Brush
1002_J4857_4857025628_08122015|Blade and Brush
1002_J4857_4857025870_09122015|Blade and Brush
1002_J4857_4857026111_10122015|Blade and Brush
1002_J4857_4857026772_13122015|Blade and Brush
1002_J4857_4857027000_14122015|Blade and Brush
1002_J4857_4857027232_15122015|Blade and Brush
1002_J4857_4857027318_16122015|Blade and Brush
1002_J4857_4857027712_18122015|Blade and Brush
1002_J4857_4857028130_20122015|Blade and Brush
1002_J4857_4857028224_20122015|Blade and Brush
1002_J4857_4857029192_25122015|Blade and Brush
1002_J4857_4857029208_25122015|Blade and Brush
1002_J4857_4857029305_26122015|Blade and Brush
1002_J4857_4857029705_27122015|Blade and Brush
1002_J4857_4857029793_28122015|Blade and Brush
1002_J4857_4857030065_29122015|Blade and Brush
1002_J4857_4857030250_30122015|Blade and Brush
1002_J4857_4857030412_31122015|Blade and Brush
1002_J3591_3591060754_01122015|Body Care
1002_J3591_3591060770_01122015|Body Care
1002_J3591_3591060784_01122015|Body Care
1002_J3591_3591060787_01122015|Body Care
1002_J3591_3591060791_01122015|Body Care
1002_J3591_3591060842_02122015|Body Care
1002_J3591_3591060853_02122015|Body Care
1002_J3591_3591060999_03122015|Body Care
1002_J3591_3591061013_03122015|Body Care
1002_J3591_3591061027_03122015|Body Care
1002_J3591_3591061046_03122015|Body Care
1002_J3591_3591061088_03122015|Body Care
1002_J3591_3591061177_04122015|Body Care
1002_J3591_3591061187_04122015|Body Care
1002_J3591_3591061233_04122015|Body Care
1002_J3591_3591061235_04122015|Body Care
1002_J3591_3591061398_06122015|Body Care
1002_J3591_3591061425_06122015|Body Care
1002_J3591_3591061447_06122015|Body Care
1002_J3591_3591061498_06122015|Body Care
1002_J3591_3591061519_07122015|Body Care
1002_J3591_3591061556_07122015|Body Care
1002_J3591_3591061603_07122015|Body Care
1002_J3591_3591061605_07122015|Body Care
1002_J3591_3591061661_08122015|Body Care
1002_J3591_3591061747_08122015|Body Care
1002_J3591_3591061825_08122015|Body Care
1002_J3591_3591061826_08122015|Body Care
1002_J3591_3591061867_09122015|Body Care
1002_J3591_3591061890_09122015|Body Care
1002_J3591_3591061926_09122015|Body Care
1002_J3591_3591061927_09122015|Body Care
1002_J3591_3591061941_09122015|Body Care
1002_J3591_3591061953_09122015|Body Care
1002_J3591_3591061984_10122015|Body Care
1002_J3591_3591062021_10122015|Body Care
1002_J3591_3591062034_10122015|Body Care
1002_J3591_3591062064_10122015|Body Care
1002_J3591_3591062146_11122015|Body Care
1002_J3591_3591062155_11122015|Body Care
1002_J3591_3591062157_11122015|Body Care
1002_J3591_3591062168_11122015|Body Care
1002_J3591_3591062180_11122015|Body Care
1002_J3591_3591062333_13122015|Body Care
1002_J3591_3591062352_13122015|Body Care
1002_J3591_3591062376_13122015|Body Care
1002_J3591_3591062399_13122015|Body Care
1002_J3591_3591062465_14122015|Body Care
1002_J3591_3591062563_15122015|Body Care
1002_J3591_3591062575_15122015|Body Care
1002_J3591_3591062581_15122015|Body Care
1002_J3591_3591062586_15122015|Body Care
1002_J3591_3591062620_16122015|Body Care
1002_J3591_3591062666_16122015|Body Care
1002_J3591_3591062670_16122015|Body Care
1002_J3591_3591062708_17122015|Body Care
1002_J3591_3591062763_17122015|Body Care
1002_J3591_3591062853_18122015|Body Care
1002_J3591_3591062974_19122015|Body Care
1002_J3591_3591063015_19122015|Body Care
1002_J3591_3591063042_19122015|Body Care
1002_J3591_3591063184_20122015|Body Care
1002_J3591_3591063198_21122015|Body Care
1002_J3591_3591063264_22122015|Body Care
1002_J3591_3591063306_22122015|Body Care
1002_J3591_3591063347_22122015|Body Care
1002_J3591_3591063402_23122015|Body Care
1002_J3591_3591063407_23122015|Body Care
1002_J3591_3591063430_23122015|Body Care
1002_J3591_3591063565_24122015|Body Care
1002_J3591_3591063568_24122015|Body Care
1002_J3591_3591063572_24122015|Body Care
1002_J3591_3591063585_24122015|Body Care
1002_J3591_3591063593_24122015|Body Care
1002_J3591_3591063624_25122015|Body Care
1002_J3591_3591063670_25122015|Body Care
1002_J3591_3591063681_25122015|Body Care
1002_J3591_3591063683_25122015|Body Care
1002_J3591_3591063847_27122015|Body Care
1002_J3591_3591063848_27122015|Body Care
1002_J3591_3591063864_27122015|Body Care
1002_J3591_3591063871_27122015|Body Care
1002_J3591_3591063875_27122015|Body Care
1002_J3591_3591063888_27122015|Body Care
1002_J3591_3591063909_27122015|Body Care
1002_J3591_3591063989_28122015|Body Care
1002_J3591_3591063997_28122015|Body Care
1002_J3591_3591064009_28122015|Body Care
1002_J3591_3591064088_29122015|Body Care
1002_J3591_3591064099_29122015|Body Care
1002_J3591_3591064134_29122015|Body Care
1002_J3591_3591064140_29122015|Body Care
1002_J3591_3591064145_29122015|Body Care
1002_J3591_3591064181_30122015|Body Care
1002_J3591_3591064193_30122015|Body Care
1002_J3591_3591064226_30122015|Body Care
1002_J3591_3591064242_30122015|Body Care
1002_J3591_3591064276_31122015|Body Care
1002_J3591_3591064283_31122015|Body Care
1002_J3591_3591064286_31122015|Body Care
1002_J3591_3591064351_31122015|Body Care
1002_J3591_3591064397_31122015|Body Care
1002_J3591_3591064443_31122015|Body Care
1002_J4857_4857024413_01122015|Body Care
1002_J4857_4857024444_02122015|Body Care
1002_J4857_4857024577_02122015|Body Care
1002_J4857_4857024584_02122015|Body Care
1002_J4857_4857024620_03122015|Body Care
1002_J4857_4857024894_04122015|Body Care
1002_J4857_4857024952_04122015|Body Care
1002_J4857_4857024953_04122015|Body Care
1002_J4857_4857025001_05122015|Body Care
1002_J4857_4857025093_05122015|Body Care
1002_J4857_4857025117_05122015|Body Care
1002_J4857_4857025133_05122015|Body Care
1002_J4857_4857025278_06122015|Body Care
1002_J4857_4857025424_06122015|Body Care
1002_J4857_4857025456_06122015|Body Care
1002_J4857_4857025501_07122015|Body Care
1002_J4857_4857025548_07122015|Body Care
1002_J4857_4857025636_08122015|Body Care
1002_J4857_4857025708_08122015|Body Care
1002_J4857_4857025729_08122015|Body Care
1002_J4857_4857025737_08122015|Body Care
1002_J4857_4857025768_08122015|Body Care
1002_J4857_4857025879_09122015|Body Care
1002_J4857_4857025944_09122015|Body Care
1002_J4857_4857025980_10122015|Body Care
1002_J4857_4857025995_10122015|Body Care
1002_J4857_4857025998_10122015|Body Care
1002_J4857_4857026033_10122015|Body Care
1002_J4857_4857026112_10122015|Body Care
1002_J4857_4857026166_11122015|Body Care
1002_J4857_4857026254_11122015|Body Care
1002_J4857_4857026275_11122015|Body Care
1002_J4857_4857026410_12122015|Body Care
1002_J4857_4857026514_12122015|Body Care
1002_J4857_4857026562_13122015|Body Care
1002_J4857_4857026602_13122015|Body Care
1002_J4857_4857026655_13122015|Body Care
1002_J4857_4857026776_13122015|Body Care
1002_J4857_4857027013_14122015|Body Care
1002_J4857_4857027039_14122015|Body Care
1002_J4857_4857027395_16122015|Body Care
1002_J4857_4857027412_16122015|Body Care
1002_J4857_4857027442_16122015|Body Care
1002_J4857_4857027574_17122015|Body Care
1002_J4857_4857027601_17122015|Body Care
1002_J4857_4857027738_18122015|Body Care
1002_J4857_4857027806_18122015|Body Care
1002_J4857_4857027889_19122015|Body Care
1002_J4857_4857027975_19122015|Body Care
1002_J4857_4857028174_20122015|Body Care
1002_J4857_4857028204_20122015|Body Care
1002_J4857_4857028379_21122015|Body Care
1002_J4857_4857028390_21122015|Body Care
1002_J4857_4857028470_22122015|Body Care
1002_J4857_4857028668_23122015|Body Care
1002_J4857_4857028714_23122015|Body Care
1002_J4857_4857028721_23122015|Body Care
1002_J4857_4857028747_23122015|Body Care
1002_J4857_4857028874_24122015|Body Care
1002_J4857_4857028875_24122015|Body Care
1002_J4857_4857028922_24122015|Body Care
1002_J4857_4857029062_25122015|Body Care
1002_J4857_4857029093_25122015|Body Care
1002_J4857_4857029254_25122015|Body Care
1002_J4857_4857029273_26122015|Body Care
1002_J4857_4857029319_26122015|Body Care
1002_J4857_4857029320_26122015|Body Care
1002_J4857_4857029336_26122015|Body Care
1002_J4857_4857029416_26122015|Body Care
1002_J4857_4857029423_26122015|Body Care
1002_J4857_4857029449_26122015|Body Care
1002_J4857_4857029451_26122015|Body Care
1002_J4857_4857029464_26122015|Body Care
1002_J4857_4857029540_27122015|Body Care
1002_J4857_4857029558_27122015|Body Care
1002_J4857_4857029585_27122015|Body Care
1002_J4857_4857029613_27122015|Body Care
1002_J4857_4857029614_27122015|Body Care
1002_J4857_4857029615_27122015|Body Care
1002_J4857_4857029631_27122015|Body Care
1002_J4857_4857029637_27122015|Body Care
1002_J4857_4857029644_27122015|Body Care
1002_J4857_4857029658_27122015|Body Care
1002_J4857_4857029691_27122015|Body Care
1002_J4857_4857029703_27122015|Body Care
1002_J4857_4857029707_27122015|Body Care
1002_J4857_4857029708_27122015|Body Care
1002_J4857_4857029714_27122015|Body Care
1002_J4857_4857029741_28122015|Body Care
1002_J4857_4857029745_28122015|Body Care
1002_J4857_4857029775_28122015|Body Care
1002_J4857_4857029779_28122015|Body Care
1002_J4857_4857029788_28122015|Body Care
1002_J4857_4857029790_28122015|Body Care
1002_J4857_4857029799_28122015|Body Care
1002_J4857_4857029822_28122015|Body Care
1002_J4857_4857029835_28122015|Body Care
1002_J4857_4857029875_28122015|Body Care
1002_J4857_4857029899_28122015|Body Care
1002_J4857_4857029908_28122015|Body Care
1002_J4857_4857029917_28122015|Body Care
1002_J4857_4857029929_28122015|Body Care
1002_J4857_4857029949_28122015|Body Care
1002_J4857_4857030012_29122015|Body Care
1002_J4857_4857030026_29122015|Body Care
1002_J4857_4857030030_29122015|Body Care
1002_J4857_4857030040_29122015|Body Care
1002_J4857_4857030065_29122015|Body Care
1002_J4857_4857030075_29122015|Body Care
1002_J4857_4857030082_29122015|Body Care
1002_J4857_4857030095_29122015|Body Care
1002_J4857_4857030180_30122015|Body Care
1002_J4857_4857030186_30122015|Body Care
1002_J4857_4857030200_30122015|Body Care
1002_J4857_4857030243_30122015|Body Care
1002_J4857_4857030282_30122015|Body Care
1002_J4857_4857030305_30122015|Body Care
1002_J4857_4857030331_31122015|Body Care
1002_J4857_4857030356_31122015|Body Care
1002_J4857_4857030392_31122015|Body Care
1002_J4857_4857030403_31122015|Body Care
1002_J3591_3591060717_01122015|Bread
1002_J3591_3591060740_01122015|Bread
1002_J3591_3591060894_02122015|Bread
1002_J3591_3591060901_02122015|Bread
1002_J3591_3591061075_03122015|Bread
1002_J3591_3591061097_04122015|Bread
1002_J3591_3591061126_04122015|Bread
1002_J3591_3591061176_04122015|Bread
1002_J3591_3591061184_04122015|Bread
1002_J3591_3591061208_04122015|Bread
1002_J3591_3591061324_05122015|Bread
1002_J3591_3591061358_05122015|Bread
1002_J3591_3591061528_07122015|Bread
1002_J3591_3591061650_07122015|Bread
1002_J3591_3591061662_08122015|Bread
1002_J3591_3591061679_08122015|Bread
1002_J3591_3591061771_08122015|Bread
1002_J3591_3591061791_08122015|Bread
1002_J3591_3591061796_08122015|Bread
1002_J3591_3591061816_08122015|Bread
1002_J3591_3591061897_09122015|Bread
1002_J3591_3591061898_09122015|Bread
1002_J3591_3591061952_09122015|Bread
1002_J3591_3591061967_10122015|Bread
1002_J3591_3591061996_10122015|Bread
1002_J3591_3591062018_10122015|Bread
1002_J3591_3591062025_10122015|Bread
1002_J3591_3591062062_10122015|Bread
1002_J3591_3591062136_11122015|Bread
1002_J3591_3591062152_11122015|Bread
1002_J3591_3591062177_11122015|Bread
1002_J3591_3591062209_12122015|Bread
1002_J3591_3591062360_13122015|Bread
1002_J3591_3591062398_13122015|Bread
1002_J3591_3591062560_15122015|Bread
1002_J3591_3591062570_15122015|Bread
1002_J3591_3591062575_15122015|Bread
1002_J3591_3591062591_15122015|Bread
1002_J3591_3591062728_17122015|Bread
1002_J3591_3591062750_17122015|Bread
1002_J3591_3591062760_17122015|Bread
1002_J3591_3591062847_18122015|Bread
1002_J3591_3591062865_18122015|Bread
1002_J3591_3591062872_18122015|Bread
1002_J3591_3591062881_18122015|Bread
1002_J3591_3591062894_19122015|Bread
1002_J3591_3591063023_19122015|Bread
1002_J3591_3591063067_20122015|Bread
1002_J3591_3591063093_20122015|Bread
1002_J3591_3591063146_20122015|Bread
